"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 30 17:28:43 GMT 2024","Thu May 30 17:28:43 GMT 2024","103","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightToCreateProject","unauthorizedUserShouldNotHaveRightToCreateProject","Unauthorized user should not have rights to create project"
"passed","Thu May 30 17:28:37 GMT 2024","Thu May 30 17:28:37 GMT 2024","20","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithEmptyNameShouldNotBeAvailable","creatingProjectWithEmptyNameShouldNotBeAvailable","Creating project with empty name should not be available"
"passed","Thu May 30 17:28:33 GMT 2024","Thu May 30 17:28:33 GMT 2024","175","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithEmptyIdShouldNotBeAvailable","creatingBuildConfigurationWithEmptyIdShouldNotBeAvailable","Creating build configuration with empty id should not be available"
"passed","Thu May 30 17:28:38 GMT 2024","Thu May 30 17:28:38 GMT 2024","72","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectsWithSameIdShouldNotBeAvailable","creatingProjectsWithSameIdShouldNotBeAvailable","Creating projects with same id should not be available"
"passed","Thu May 30 17:28:33 GMT 2024","Thu May 30 17:28:33 GMT 2024","146","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithEmptyNameShouldNotBeAvailable","creatingBuildConfigurationWithEmptyNameShouldNotBeAvailable","Creating build configuration with empty name should not be available"
"passed","Thu May 30 17:28:57 GMT 2024","Thu May 30 17:29:33 GMT 2024","35541","UI Suite","UI Test","com.example.teamcity.ui.CreateBuildConfigurationTest","com.example.teamcity.ui.CreateBuildConfigurationTest","creatingBuildConfigurationShouldBeAvailable","creatingBuildConfigurationShouldBeAvailable","Creating build configuration should be available"
"passed","Thu May 30 17:28:37 GMT 2024","Thu May 30 17:28:37 GMT 2024","40","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithEmptyIdShouldNotBeAvailable","creatingProjectWithEmptyIdShouldNotBeAvailable","Creating project with empty id should not be available"
"passed","Thu May 30 17:29:52 GMT 2024","Thu May 30 17:30:02 GMT 2024","10452","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","creatingProjectsWithSameNameShouldNotBeAvailable","creatingProjectsWithSameNameShouldNotBeAvailable","Creating projects with same name should not be available"
"passed","Thu May 30 17:28:34 GMT 2024","Thu May 30 17:28:34 GMT 2024","221","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithSameIdShouldNotBeAvailable","creatingBuildConfigurationWithSameIdShouldNotBeAvailable","Creating build configuration with same id should not be available"
"passed","Thu May 30 17:28:41 GMT 2024","Thu May 30 17:28:41 GMT 2024","278","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject","Project admin should not have rights to create build config to another project"
"passed","Thu May 30 17:26:05 GMT 2024","Thu May 30 17:27:00 GMT 2024","55148","Surefire suite","Surefire test","com.example.teamcity.setup.TeamcitySetupTest","com.example.teamcity.setup.TeamcitySetupTest","startUpTest","startUpTest","Startup TeamCity server and accept license"
"passed","Thu May 30 17:28:35 GMT 2024","Thu May 30 17:28:35 GMT 2024","213","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithStepsShouldBeAvailable","creatingBuildConfigurationWithStepsShouldBeAvailable","Creating build configuration with steps should be available"
"passed","Thu May 30 17:28:36 GMT 2024","Thu May 30 17:28:36 GMT 2024","60","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectShouldBeAvailable","creatingProjectShouldBeAvailable","Creating project should be available"
